"",,,,,Previous Retail,September 2020,September 2020,September 2020,September 2020
118567,Artistry Signature ColorTM  Light Up Lip Gloss – Juicy Peach,5.38,16.15,16.15,19.00,5.31,16.20,16.20,18.00
118568,Artistry Signature ColorTM  Light Up Lip Gloss – Sweet Melon,5.38,16.15,16.15,19.00,5.31,16.20,16.20,18.00
118569,Artistry Signature ColorTM  Light Up Lip Gloss – Real Red,5.38,16.15,16.15,19.00,5.31,16.20,16.20,18.00
118570,Artistry Signature ColorTM  Light Up Lip Gloss – Pink Sugar,5.38,16.15,16.15,19.00,5.31,16.20,16.20,18.00
118571,Artistry Signature ColorTM  Light Up Lip Gloss – Rose Petal,5.38,16.15,16.15,19.00,5.31,16.20,16.20,18.00
118572,Artistry Signature ColorTM  Light Up Lip Gloss – Misty Mauve,5.38,16.15,16.15,19.00,5.31,16.20,16.20,18.00
118573,Artistry Signature ColorTM  Light Up Lip Gloss – Raspberry Kiss,5.38,16.15,16.15,19.00,5.31,16.20,16.20,18.00
118921,Artistry Signature ColorTM Longwearing Eye Pencil Eye Pencil - Black,5.50,16.50,16.50,22.00,5.39,16.43,16.43,18.25
118922,Artistry Signature ColorTM Longwearing Eye Pencil Eye Pencil - Brown,5.50,16.50,16.50,22.00,5.39,16.43,16.43,18.25
118923,Artistry Signature ColorTM Longwearing Eye Pencil Eye Pencil - Graphite Shimmer,5.50,16.50,16.50,22.00,5.39,16.43,16.43,18.25
118924,Artistry Signature ColorTM Longwearing Eye Pencil Eye Pencil - Plumberry,5.50,16.50,16.50,22.00,5.39,16.43,16.43,18.25
120360,Artistry Exact FitTM Perfecting Concealer – Light,6.75,20.25,20.25,27.00,6.79,20.70,20.70,23.00
120361,Artistry Exact FitTM Perfecting Concealer - Light Medium,6.75,20.25,20.25,27.00,6.79,20.70,20.70,23.00
120362,Artistry Exact FitTM Perfecting Concealer – Medium,6.75,20.25,20.25,27.00,6.79,20.70,20.70,23.00
120363,Artistry Exact FitTM Perfecting Concealer – Medium Deep,6.75,20.25,20.25,27.00,6.79,20.70,20.70,23.00
120364,Artistry Exact FitTM Perfecting Concealer – Deep/Very Deep,6.75,20.25,20.25,27.00,6.79,20.70,20.70,23.00
120365,Artistry Exact FitTM Perfecting Concealer – Brightener,6.75,20.25,20.25,27.00,6.79,20.70,20.70,23.00
120435,Artistry Signature ColorTM Lipstick - Coral Sunrise 19,7.50,22.50,22.50,30.00,7.38,22.50,22.50,25.00
120471,Artistry Signature ColorTM Longwearing Liquid Liner – Black,6.50,19.50,19.50,26.00,6.49,19.80,19.80,22.00
120872,Artistry StudioTM Lash Boosting 3-in-1 Mascara,6.50,19.50,19.50,26.00,6.49,19.80,19.80,22.00
121131,Artistry Hydra-VTM Sheer Weightless Foundation – Chablis,11.00,33.00,33.00,44.00,10.92,33.30,33.30,37.00
121132,Artistry Hydra-VTM Sheer Weightless Foundation – Bisque,11.00,33.00,33.00,44.00,10.92,33.30,33.30,37.00
121133,Artistry Hydra-VTM Sheer Weightless Foundation – Buff,11.00,33.00,33.00,44.00,10.92,33.30,33.30,37.00
121135,Artistry Hydra-VTM Sheer Weightless Foundation – Chiffon,11.00,33.00,33.00,44.00,10.92,33.30,33.30,37.00
121136,Artistry Hydra-VTM Sheer Weightless Foundation – Ochre,11.00,33.00,33.00,44.00,10.92,33.30,33.30,37.00
121138,Artistry Hydra-VTM Sheer Weightless Foundation – Sand,11.00,33.00,33.00,44.00,10.92,33.30,33.30,37.00
121139,Artistry Hydra-VTM Sheer Weightless Foundation – Plush,11.00,33.00,33.00,44.00,10.92,33.30,33.30,37.00
121140,Artistry Hydra-VTM Sheer Weightless Foundation – Tawny,11.00,33.00,33.00,44.00,10.92,33.30,33.30,37.00
121141,Artistry Hydra-VTM Sheer Weightless Foundation – Soleil,11.00,33.00,33.00,44.00,10.92,33.30,33.30,37.00
121142,Artistry Hydra-VTM Sheer Weightless Foundation – Golden,11.00,33.00,33.00,44.00,10.92,33.30,33.30,37.00
121143,Artistry Hydra-VTM Sheer Weightless Foundation – Carmel,11.00,33.00,33.00,44.00,10.92,33.30,33.30,37.00
121144,Artistry Hydra-VTM Sheer Weightless Foundation – Walnut,11.00,33.00,33.00,44.00,10.92,33.30,33.30,37.00
122096,Artistry StudioTM 2-in-1 Eye Stick- Tribeca Teal,6.50,19.50,19.50,26.00,6.49,19.80,19.80,22.00
122097,Artistry StudioTM 2-in-1 Eye Stick- Urban safari,6.50,19.50,19.50,26.00,6.49,19.80,19.80,22.00
122098,Artistry StudioTM 2-in-1 Eye Stick- Brooklyn Brown,6.50,19.50,19.50,26.00,6.49,19.80,19.80,22.00
122099,Artistry StudioTM Illuminating Light Up Compact,8.75,26.25,26.25,35.00,8.56,26.10,26.10,29.00
123025,Artistry StudioTM Lipstick Crayon Rose Goddess,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123026,Artistry StudioTM Lipstick Crayon Ruby Goddess,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123027,Artistry StudioTM Lipstick Crayon Spiced Goddess,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123028,Artistry StudioTM Lipstick Crayon Sunset Goddess,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123029,Artistry StudioTM Lipstick Crayon Fuchsia Goddes,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123030,Artistry StudioTM FA19 Essential Oil Balm,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123031,Artistry StudioTM Shimmering Eyeshadow Gold Crus,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123032,Artistry StudioTM Shimmering Eyeshadow Smoky Nig,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123033,Artistry StudioTM Shimmering Eyeshadow Silver Vi,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123034,Artistry StudioTM Kajal Pencil Emerald Garden,6.50,19.50,19.50,26.00,6.49,19.80,19.80,22.00
123035,Artistry StudioTM Kajal Pencil Gilded Amethyst,6.50,19.50,19.50,26.00,6.49,19.80,19.80,22.00
123037,Artistry StudioTM Face & Body Shimmer Gel,7.50,22.50,22.50,30.00,7.38,22.50,22.50,25.00
123038,Artistry StudioTM Mascara Base Primer,4.50,13.50,13.50,18.00,4.43,13.50,13.50,15.00
SKU,Product Name by Product Category,Previous PV,Previous BV,Previous IBOC,"Previous RetailPrice","September 2020PV","September 2020BV","September 2020IBOC","September 2020Retail Price"
123137,Artistry StudioTM On The Go Palette,11.75,35.25,35.25,47.00,11.51,35.10,35.10,39.00
122579,Artistry StudioTM Cheek & Lip Duo - Polaris Pink,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
122581,Artistry StudioTM Cheek & Lip Duo - Pantheon Peach,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
122582,Artistry StudioTM Liquid Lipstick – Bastille Berries,5.00,15.00,15.00,20.00,4.94,15.08,15.08,16.75
122583,Artistry StudioTM Liquid Lipstick – Louvre Lilac,5.00,15.00,15.00,20.00,4.94,15.08,15.08,16.75
122584,Artistry StudioTM Liquid Lipstick – Mona Lisa Melon,5.00,15.00,15.00,20.00,4.94,15.08,15.08,16.75
122585,Artistry StudioTM Liquid Lipstick – Notre Dame Nude,5.00,15.00,15.00,20.00,4.94,15.08,15.08,16.75
122587,Artistry StudioTM Makeup Setting Spray,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
122586,Artistry StudioTM Café Chocolate,5.50,16.50,16.50,22.00,5.39,16.43,16.43,18.25
122597,Artistry StudioTM Crème Caramel,5.50,16.50,16.50,22.00,5.39,16.43,16.43,18.25
123030,Artistry StudioTM Essential Oil On-the-Go Scented Balms,5.75,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123816,Artistry StudioTM Eye & Lip Beauty Box - Kabuki Pop,9.56,29.25,29.25,39.00,9.74,29.70,29.70,33.00
123817,Artistry StudioTM Eye & Lip Beauty Box - Kabuki Glam,9.56,29.25,29.25,39.00,9.74,29.70,29.70,33.00
123818,Artistry StudioTM Power Brow Pen - Ginza Cocoa,5.64,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123819,Artistry StudioTM Oh-So-Cheeky Blusher - Kimono Coral,5.88,18.00,18.00,24.00,5.90,18.00,18.00,20.00
123820,Artistry StudioTM Oh-So-Cheeky Blusher - Kimono Nude,5.88,18.00,18.00,24.00,5.90,18.00,18.00,20.00
123821,Artistry StudioTM Oh-So-Cheeky Blusher - Kimono Pink,5.88,18.00,18.00,24.00,5.90,18.00,18.00,20.00
123822,Artistry StudioTM Jelly Plumping Lip Tint - Sakura,5.39,16.50,16.50,22.00,5.39,16.43,16.43,18.25
123823,Artistry StudioTM Jelly Plumping Lip Tint - Persimmon,5.39,16.50,16.50,22.00,5.39,16.43,16.43,18.25
123824,Artistry StudioTM Oh-So-Colorful Mascara - Harajuku Brown,5.64,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123825,Artistry StudioTM Oh-So-Colorful Mascara - Harajuku Blue,5.64,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123826,Artistry StudioTM Power Brow Pen - Ginza Chai Latte,5.64,17.25,17.25,23.00,5.68,17.33,17.33,19.25
123827,Artistry StudioTM Correct & Perfect Face Compact - Shibuya Light (with Green and Lilac),11.03,33.75,33.75,45.00,11.21,34.20,34.20,38.00
123828,Artistry StudioTM Correct & Perfect Face Compact - Shibuya Light Medium (with Green and Lilac),11.03,33.75,33.75,45.00,11.21,34.20,34.20,38.00
123829,Artistry StudioTM Correct & Perfect Face Compact - Shibuya Medium (with Green and Lilac),11.03,33.75,33.75,45.00,11.21,34.20,34.20,38.00
123830,Artistry StudioTM Correct & Perfect Face Compact - Shibuya Medium Deep (with Green and Peach),11.03,33.75,33.75,45.00,11.21,34.20,34.20,38.00
123831,Artistry StudioTM Correct & Perfect Face Compact - Shibuya Deep (with Green and Peach),11.03,33.75,33.75,45.00,11.21,34.20,34.20,38.00
124356,Artistry StudioTM Soft & Silky Eye & Cheek Pop Trio - Shanghai Nudes,New,8.56,26.10,26.10,29.00,,,
124355,Artistry StudioTM Soft & Silky Eye & Cheek Pop Trio - Shanghai Starlight,New,8.56,26.10,26.10,29.00,,,
124354,Artistry StudioTM Soft & Silky Eye & Cheek Pop Trio - Shanghai Peach,New,8.56,26.10,26.10,29.00,,,
124367,Artistry StudioTM Eau de Toilette Rollerball - Plum Blossom & Vanilla Musk,New,6.49,19.80,19.80,22.00,,,
124366,Artistry StudioTM Eau de Toilette Rollerball - Nectar Blossom & Pomelo,New,6.49,19.80,19.80,22.00,,,
124365,Artistry StudioTM Eau de Toilette Rollerball - Lotus Blossom & Violet,New,6.49,19.80,19.80,22.00,,,
124362,Artistry StudioTM Light Up Silky Matte Lip Color - Berry Red,New,5.16,15.75,15.75,17.50,,,
124361,Artistry StudioTM Light Up Silky Matte Lip Color - Spice Red,New,5.16,15.75,15.75,17.50,,,
124360,Artistry StudioTM Light Up Silky Matte Lip Color - Rose Red,New,5.16,15.75,15.75,17.50,,,
124359,Artistry StudioTM Light Up Silky Matte Lip Color - Cherry Red,New,5.16,15.75,15.75,17.50,,,
124352,Artistry StudioTM Liquid Pen Pop Eyeliner - Silk Noir,New,6.20,18.90,18.90,21.00,,,
124351,Artistry StudioTM Liquid Pen Pop Eyeliner - Silk Slate,New,6.20,18.90,18.90,21.00,,,
124350,Artistry StudioTM Liquid Pen Pop Eyeliner - Silk Sapphire,New,6.20,18.90,18.90,21.00,,,
BEAUTY OTHER CATEGORY,,,,,,,,,
110858,ArtistryTM 6-Piece Brush Set,20.00,60.00,60.00,80.00,19.77,60.30,60.30,67.00
116104,Artistry Exact FitTM Powder Applicator,0.60,1.80,1.80,2.00,0.59,1.80,1.80,2.00
119630,Artistry Flora ChicTM Eau de Parfum,22.40,67.20,67.20,84.00,22.13,67.50,67.50,75.00
120549,Artistry Men unknownTM Eau de Parfum,20.00,60.00,60.00,75.00,19.77,60.30,60.30,67.00
291419,ArtistryTM Beach Beauty Bundle,New,19.55,59.63,67.63,74.25,,,
273016,Truvivity by NutriliteTM Hydrating System,26.73,80.20,80.20,98.60,26.33,80.32,80.32,89.25
PERSONAL CA,,,,,,,,,
123860,Aristry Signature SelectTM Polishing Body Scrub,New,8.85,27.00,27.00,30.00,,,
123861,Aristry Signature SelectTM Firming Body Lotion,New,11.21,34.20,34.20,38.00,,,
123859,Aristry Signature SelectTM Purifying Body Cleanser,New,7.67,23.40,23.40,26.00,,,
123858,Aristry Signature SelectTM Hydrating Body Gel,New,6.79,20.70,20.70,23.00,,,
123862,Aristry Signature SelectTM Brightening Body Cream,New,9.15,27.90,27.90,31.00,,,
123746,G&H Soothe+ For Men Foaming Shave Gel,3.47,10.40,10.40,13.00,3.39,10.35,10.35,11.50
123747,G&H Soothe+ For Men After Shave Balm,4.00,12.00,12.00,15.00,3.91,11.93,11.93,13.25
122591,Artistry StudioTM Glittering Body Jelly,5.20,15.60,15.60,19.50,5.09,15.53,15.53,17.25
122592,Artistry StudioTM Multi-Purpose Dry Oil Spray,6.93,20.80,20.80,26.00,6.79,20.70,20.70,23.00
115304,SatiniqueTM 2 in 1 Shampoo and Conditioner,2.80,8.40,8.40,10.50,2.73,8.33,8.33,9.25
116510,SatiniqueTM 2 in 1 Shampoo and Conditioner (750ml),5.60,16.80,16.80,21.00,5.53,16.88,16.88,18.75
110670,SatiniqueTM Andi-Dandruff Shampoo,2.93,8.80,8.80,11.00,2.88,8.78,8.78,9.75
116823,SatiniqueTM Anti-Hairfall Conditioner,2.93,8.80,8.80,11.00,2.88,8.78,8.78,9.75
110659,SatiniqueTM Anti-Hairfall Shampoo,2.93,8.80,8.80,11.00,2.88,8.78,8.78,9.75
110671,SatiniqueTM Color Repair Conditioner,2.93,8.80,8.80,11.00,2.88,8.78,8.78,9.75
114949,SatiniqueTM Color Repair Conditioner (750ml),5.87,17.60,17.60,22.00,5.75,17.55,17.55,19.50
110663,SatiniqueTM Color Repair Shampoo,2.93,8.80,8.80,11.00,2.88,8.78,8.78,9.75
114948,SatiniqueTM Color Repair Shampoo (750ml),5.87,17.60,17.60,22.00,5.75,17.55,17.55,19.50
110684,SatiniqueTM Dual Defend Spray,4.80,14.40,14.40,18.00,4.72,14.40,14.40,16.00
110667,SatiniqueTM Extra Volume Conditioner,2.67,8.00,8.00,10.00,2.66,8.10,8.10,9.00
114945,SatiniqueTM Extra Volume Conditioner (750ml),5.33,16.00,16.00,20.00,5.24,15.98,15.98,17.75
"",,,,,,Previous Retail,September 2020,September 2020,September 2020,September 2020
SKU,,Product Name by Product Category,Previous PV,Previous BV,Previous IBOC,,,,,
"",,,,,,Price,PV,BV,IBOC,Retail Price
110657,SatiniqueTM Extra Volume Shampoo,,2.67,8.00,8.00,10.00,2.66,8.10,8.10,9.00
114944,SatiniqueTM Extra Volume Shampoo (750ml),,5.33,16.00,16.00,20.00,5.24,15.98,15.98,17.75
116822,SatiniqueTM Final Step Finishing Spray,,3.20,9.60,9.60,12.00,3.17,9.68,9.68,10.75
120467,SatiniqueTM Hair Oil Serum,,6.67,20.00,20.00,25.00,6.49,19.80,19.80,22.00
110677,SatiniqueTM Overnight Repair Treatment,,4.80,14.40,14.40,18.00,4.72,14.40,14.40,16.00
119593,SatiniqueTM Revitalizing Mask,,4.80,14.40,14.40,18.00,4.72,14.40,14.40,16.00
110686,SatiniqueTM Scalp Tonic,,6.67,20.00,20.00,25.00,6.49,19.80,19.80,22.00
110685,SatiniqueTM Shine Spray,,4.00,12.00,12.00,15.00,3.91,11.93,11.93,13.25
110664,SatiniqueTM Smooth Moisture Conditioner,,2.67,8.00,8.00,10.00,2.66,8.10,8.10,9.00
110665,SatiniqueTM Smooth Moisture Conditioner (750 ml),,5.33,16.00,16.00,20.00,5.24,15.98,15.98,17.75
110655,SatiniqueTM Smooth Moisture Shampoo,,2.67,8.00,8.00,10.00,2.66,8.10,8.10,9.00
110656,SatiniqueTM Smooth Moisture Shampoo (750ml),,5.33,16.00,16.00,20.00,5.24,15.98,15.98,17.75
110676,SatiniqueTM Straightening Balm,,4.00,12.00,12.00,15.00,3.91,11.93,11.93,13.25
114954,SatiniqueTM Styling Cream,,4.00,12.00,12.00,15.00,3.91,11.93,11.93,13.25
110675,SatiniqueTM Texturing Matte Wax,,4.00,12.00,12.00,15.00,3.91,11.93,11.93,13.25
761531,Body Blends for Men Hair Putty-Xtreme Live on the Edge,,4.52,14.40,14.40,18.00,4.72,14.40,14.40,16.00
123746,G&H Soothe+ For Men Foaming Shave Gel,,3.47,10.40,10.40,13.00,3.39,10.35,10.35,11.50
123747,G&H Soothe+ For Men After Shave Balm,,4.00,12.00,12.00,15.00,3.91,11.93,11.93,13.25
118102,"G&H Nourish+TM Body Lotion, 400 mL",,3.47,10.40,10.40,13.00,3.39,10.35,10.35,11.50
123396,"G&H Nourish+TM Body Wash, 1L",,6.40,19.20,19.20,24.00,6.20,18.90,18.90,21.00
118107,"G&H Nourish+TM Body Wash, 400 mL",,2.80,8.80,8.80,11.00,2.88,8.78,8.78,9.75
118112,G&H Nourish+TM Complexion Bar,,2.40,7.20,7.20,9.00,2.36,7.20,7.20,8.00
118114,"G&H Nourish+TM Hand Cream, Three 30 mL Tubes",,3.83,11.48,11.48,13.50,3.76,11.48,11.48,12.75
118116,"G&H Protect+TM Bar Soap, Six 150g Bars",,6.40,19.20,19.20,24.00,6.20,18.90,18.90,21.00
123398,"G&H Protect+TM Concentrated Hand Soap, 1L",,6.93,20.80,20.80,26.00,6.79,20.70,20.70,23.00
118117,"G&H Protect+TM Concentrated Hand Soap, 250 mL",,2.27,7.20,7.20,9.00,2.36,7.20,7.20,8.00
118120,"G&H Protect+TM Deodorant & Anti-Perspirant Roll-On, 100 mL",,2.13,6.40,6.40,8.00,2.07,6.30,6.30,7.00
118104,"G&H Refresh+TM Body Milk, 400 mL",,3.47,10.40,10.40,13.00,3.39,10.35,10.35,11.50
123397,"G&H Refresh+TM Body Wash - Gel, 1L",,6.40,19.20,19.20,24.00,6.20,18.90,18.90,21.00
118110,"G&H Refresh+TM Body Wash – Gel, 400 mL",,2.80,8.80,8.80,11.00,2.88,8.78,8.78,9.75
298153,G&H Protect+TM Aluminum-Free Deodorant,,2.70,8.10,8.10,9.00,2.66,8.10,8.10,9.00
125056,G&H Protect+TM Advanced Hand Sanitizer,,3.00,9.00,9.00,10.00,2.95,9.00,9.00,10.00
100957,GlisterTM Advanced Toothbrush,,3.47,10.40,10.40,13.00,3.39,10.35,10.35,11.50
E9530,GlisterTM Multi-action Fluoride Toothpaste,,1.20,3.60,3.60,4.50,1.18,3.60,3.60,4.00
E9529,GlisterTM Multi-action Oral Rinse,,2.80,8.40,8.40,10.50,2.73,8.33,8.33,9.25
120351,GlisterTM Refresher Spray,,1.56,4.68,4.68,5.50,1.55,4.73,4.73,5.25
122875,GlisterTM Travel Toothpaste,,4.80,14.40,14.40,18.00,4.72,14.40,14.40,16.00
109849,Amway HomeTM SA8TM Laundry Detergent,10.40,32.80,32.80,41.00,10.62,32.40,32.40,36.00
109867,Amway HomeTM Automatic Dish Tablets,5.87,17.60,17.60,22.00,5.75,17.55,17.55,19.50
110403,Amway HomeTM Prewash Spray,3.73,11.20,11.20,14.00,3.69,11.25,11.25,12.50
110478,Amway HomeTM SA8TM Laundry Detergent - Floral,10.20,30.60,30.60,36.00,10.03,30.60,30.60,34.00
110480,Amway HomeTM Fabric Softener – Floral,2.53,7.60,7.60,9.50,2.51,7.65,7.65,8.50
110485,Amway HomeTM L.O.C.TM Multi-Purpose Wipes,3.40,10.20,10.20,12.00,3.32,10.13,10.13,11.25
110488,Amway HomeTM Dish DropsTM Dishwashing Liquid,4.00,12.00,12.00,15.00,3.91,11.93,11.93,13.25
110490,Amway HomeTM Scrub BudsTM Scouring Pads,1.33,4.00,4.00,5.00,1.33,4.05,4.05,4.50
112532,Amway HomeTM SA8TM Laundry Detergent – Floral,2.83,8.50,8.50,10.00,2.80,8.55,8.55,9.50
112536,Amway HomeTM Kitchen Cleaner Refill,4.00,12.00,12.00,15.00,3.91,11.93,11.93,13.25
112537,Amway HomeTM Glass Cleaner Refill,4.00,12.00,12.00,15.00,3.91,11.93,11.93,13.25
112546,Amway HomeTM Bathroom Cleaner Refill,4.00,12.00,12.00,15.00,3.91,11.93,11.93,13.25
117774,Amway HomeTM All Fabric Bleach,6.93,20.80,20.80,26.00,6.79,20.70,20.70,23.00
117780,Amway HomeTM Fabric Softener - Floral,8.00,24.00,24.00,30.00,7.97,24.30,24.30,27.00
119888,Amway HomeTM Intro Bundle,32.17,96.50,96.50,116.00,31.57,96.30,96.30,107.00
E0001,Amway HomeTM L.O.C.TM Multi-Purpose Cleaner,2.67,8.00,8.00,10.00,2.66,8.10,8.10,9.00
E0023,PursueTM Disinfectant Deodorizer Spray,2.53,7.60,7.60,9.50,2.51,7.65,7.65,8.50
E3878,PursueTM Disinfectant Cleaner,3.20,9.60,9.60,12.00,3.17,9.68,9.68,10.75
107890,Amway HomeTM Dish DropsTM Pump Dispenser,1.65,4.95,4.95,5.50,1.62,4.95,4.95,5.50
116798,Amway HomeTM Spray Bottle,1.35,4.05,4.05,4.50,1.33,4.05,4.05,4.50
103972,1L Dispenser Pump,0.75,2.25,2.25,2.50,0.74,2.25,2.25,2.50
297229,Amway HomeTM Spotless Dish Bundle,11.20,33.60,36.60,45.00,10.90,33.26,36.23,40.25
100186,eSpringTM Water Purifier Replacement Cartridge with UV technology,62.50,187.50,187.50,250.00,61.38,187.20,187.20,208.00
100188,eSpringTM UV Water Purifier Above Counter Unit with Existing Faucet Kit,312.50,937.50,937.50,"1,250.00",307.48,937.80,937.80,"1,042.00"
100189,eSpringTM UV Water Purifier Below Counter Unit with Auxiliary Faucet Kit,312.50,937.50,937.50,"1,250.00",307.48,937.80,937.80,"1,042.00"
100662,eSpringTM Faucet Diverter Kit (Above Counter),36.00,108.00,108.00,120.00,35.41,108.00,108.00,120.00
100663,eSpringTM (Below Counter) Auxiliary Faucet Kit,36.00,108.00,108.00,120.00,35.41,108.00,108.00,120.00
101078,AtmosphereTM Replacement HEPA Filter,40.75,122.25,122.25,163.00,40.13,122.40,122.40,136.00
101082,iCookTM 4-Piece Saucepan Set with Lids,75.00,225.00,225.00,300.00,73.77,225.00,225.00,250.00
"",,,,,Previous Retail,September 2020,September 2020,September 2020,September 2020
SKU,Product Name by Product Category,Previous PV,Previous BV,Previous IBOC,,,,,
"",,,,,Price,PV,BV,IBOC,Retail Price
101083,iCookTM 6-Piece Nonstick Frypan Set with Tempered Glass Lids,128.75,386.25,386.25,515.00,126.59,386.10,386.10,429.00
101084,iCookTM 5-piece Sauté Pan Set,122.00,366.00,366.00,488.00,120.10,366.30,366.30,407.00
101085,iCookTM 4-Piece 4-Quart Stock Pot,80.50,241.50,241.50,322.00,79.08,241.20,241.20,268.00
101086,iCookTM 6-Piece 8-Quart Dutch Oven,115.50,346.50,346.50,462.00,113.61,346.50,346.50,385.00
101087,iCookTM 12-in. Nonstick Frypan with Tempered Glass Lid,50.00,150.00,150.00,200.00,49.28,150.30,150.30,167.00
101398,eSpringTM Single Line Faucet / Ice Maker Conversion Kit,36.00,108.00,108.00,120.00,35.41,108.00,108.00,120.00
102709,iCookTM Knifeware Set,124.75,374.25,374.25,499.00,122.75,374.40,374.40,416.00
102715,iCookTM Multipurpose Shears,16.25,48.75,48.75,65.00,15.93,48.60,48.60,54.00
105084,iCookTM Wok,115.00,345.00,345.00,460.00,113.02,344.70,344.70,383.00
110194,eSpringTM Carbon Water System Replacement Cartridge,30.00,90.00,90.00,120.00,29.51,90.00,90.00,100.00
110720,eSpringTM UV Water Purifier Below Counter Unit with Single Line Faucet Kit,312.50,937.50,937.50,"1,250.00",307.48,937.80,937.80,"1,042.00"
110192,eSpringTM Carbon Water System Replacement Filter Cartridge (Applies only to units without an electrical plug),115.65,351.00,410.81,632.00,135.26,350.65,410.40,456.00
118040,AtmosphereTM Replacement Carbon (Odor) Filter,28.50,85.50,85.50,114.00,28.03,85.50,85.50,95.00
118384,eSpringTM UV Water Purifier – Below Counter with Designer Polished Chrome Faucet Kit,362.50,"1,087.50","1,087.50","1,450.00",356.76,"1,088.10","1,088.10","1,209.00"
120231,iCookTM 19-piece All Stainless Steel Set,373.35,"1,120.05","1,120.05","1,493.40",367.23,"1,120.04","1,120.04","1,244.50"
120232,iCookTM 25-Piece Cookware Set,469.57,"1,408.72","1,408.72","1,878.30",461.83,"1,408.59","1,408.59","1,565.10"
120539,Atmosphere SkyTM Air Treatment System,441.67,"1,325.00","1,325.00","1,770.00",434.36,"1,324.80","1,324.80","1,472.00"
120540,Atmosphere SkyTM Replacement HEPA Filter,48.75,146.25,146.25,195.00,48.10,146.70,146.70,163.00
120541,Atmosphere SkyTM Replacement Carbon (Odor) Filter,34.00,102.00,102.00,136.00,33.34,101.70,101.70,113.00
